route,viewport_state,width,height,reduced_motion,status,reason
admin.html,reduced-motion,1440,900,True,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
moderator.html,mobile-portrait,390,844,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
moderator.html,mobile-landscape,844,390,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
moderator.html,tablet,1024,768,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
moderator.html,desktop,1440,900,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
moderator.html,wide-desktop,1920,1080,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
moderator.html,reduced-motion,1440,900,True,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
staff.html,mobile-portrait,390,844,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
staff.html,mobile-landscape,844,390,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
staff.html,tablet,1024,768,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
staff.html,desktop,1440,900,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
staff.html,wide-desktop,1920,1080,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
staff.html,reduced-motion,1440,900,True,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
financing.html,mobile-portrait,390,844,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
financing.html,mobile-landscape,844,390,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
financing.html,tablet,1024,768,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
financing.html,desktop,1440,900,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
financing.html,wide-desktop,1920,1080,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
financing.html,reduced-motion,1440,900,True,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
privacy.html,mobile-portrait,390,844,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
privacy.html,mobile-landscape,844,390,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
privacy.html,tablet,1024,768,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
privacy.html,desktop,1440,900,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
privacy.html,wide-desktop,1920,1080,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
privacy.html,reduced-motion,1440,900,True,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
terms.html,mobile-portrait,390,844,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
terms.html,mobile-landscape,844,390,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
terms.html,tablet,1024,768,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
terms.html,desktop,1440,900,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
terms.html,wide-desktop,1920,1080,False,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
terms.html,reduced-motion,1440,900,True,BLOCKED_BY_EXECUTION_ENVIRONMENT,Chromium returns ERR_BLOCKED_BY_ADMINISTRATOR for local http:// and file:// URLs in this sandbox.
