path,extension,path_batch,provisional_role
docs/csv/archive/walkmyplan/physical-ui-object-contract.csv,.csv,Contracts,historical/suspect
docs/csv/archive/audits/36-responsive-qa-execution.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/csv/reconciliation/5.5f1-ui-physical-room-completeness.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/logical-room-reconciliation.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/logical-room-anchor-candidates.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5f5-logical-state-anchor-hypothesis.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/sweet-home-camera-creation-manifest.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5d-three-house-allocation.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/page-section-pov-wiring.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/master-model-census.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5f5-html-density-evidence.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/main-hall-section-camera-seed-candidates.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/master-furniture-name-counts.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5f2-merge-candidate-resource-reference-audit.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5f3-level-reconciliation.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5e-house1-camera-anchor-validation.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/physical-ui-object-reconciliation.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/page-room-mapping-candidates.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/master-named-rooms.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5f2-additional-sh3d-room-inventory.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/csv/reconciliation/logical-camera-master-binding-candidates.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/csv/reconciliation/5.5f4-three-house-candidate-physical-allocation.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/page-room-pov-object-working-matrix.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5f1-actual-html-page-census.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/csv/reconciliation/logical-camera-reconciliation.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/csv/reconciliation/current-page-pov-summary.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/recovered-page-census.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/csv/reconciliation/master-named-cameras.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5f5-reusable-presentation-anchor-candidates.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/reconciliation/5.5e-sh3d-authority-comparison.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/from-app-data/master-page-room-pov-theme-role-object-responsive.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/from-app-data/responsive-browser-execution.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/from-app-data/security-read-surface-matrix.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/from-app-data/theme-room-compatibility.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/from-app-data/feature-wiring-matrix.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/from-app-data/main-hall-camera-refinement-h01-h02-h03-h05.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/from-app-data/responsive-qa-execution.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/csv/from-app-data/market-profile-physical-ui-root-matrix.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/csv/from-app-data/main-hall-camera-object-contract.csv,.csv,Contracts,candidate canonical/supporting
docs/reports/5.5f3-candidate-integrity-level-reconciliation.md,.md,Documentation / Project Guide,historical/suspect
docs/reports/5.5f4-three-house-candidate-physical-allocation.md,.md,Documentation / Project Guide,historical/suspect
docs/reports/5.5f5-allocation-suitability-capacity-reconciliation.md,.md,Documentation / Project Guide,historical/suspect
docs/g1/5.5G1.3-corrected-stable-adjacency-edges.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G1-door-adjacency-census.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G4-promoted-circulation-spine.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G5-physical-destination-anchors.json,.json,Configuration / Data,candidate canonical/supporting
docs/g1/5.5G2-house-boundary-bindings.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G6-targeted-physical-evidence-enhancement.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G3-required-logical-door-binding-matrix.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G1.3-unsafe-door-records.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G6F-sh3d-merge-alignment.json,.json,Configuration / Data,historical/suspect
docs/g1/5.5G4-route-validation-matrix.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G1.1-logical-door-contracts.csv,.csv,Contracts,candidate canonical/supporting
docs/g1/5.5G2-stable-adjacency-graph.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G1.5-room-semantic-reconciliation.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G4-route-validation.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G1.1-application-route-evidence.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G6G-final-three-house-physical-validation.md,.md,Documentation / Project Guide,historical/suspect
docs/g1/5.5G4-route-validation.json,.json,Configuration / Data,candidate canonical/supporting
docs/g1/5.5G5-physical-destination-anchors.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G1-door-adjacency-census.json,.json,Configuration / Data,historical/suspect
docs/g1/5.5G6-house-topology-contract.json,.json,Contracts,candidate canonical/supporting
docs/g1/5.5G6-targeted-physical-evidence-enhancement.json,.json,Configuration / Data,historical/suspect
docs/g1/5.5G2-stable-adjacency-graph.json,.json,Configuration / Data,historical/suspect
docs/g1/5.5G1.4-problematic-door-endpoint-reconciliation.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/g1/5.5G2-stable-physical-nodes.csv,.csv,Unclassified / Needs Review,historical/suspect
docs/g1/5.5G6D-3d-runtime-audit.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G6H-canonical-sh3d-cleanup-audit.md,.md,Documentation / Project Guide,historical/suspect
docs/g1/5.5G6A-house-topology-clarification.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G1-door-adjacency-census.md,.md,Documentation / Project Guide,historical/suspect
docs/g1/5.5G1.5-room-semantic-reconciliation.json,.json,Configuration / Data,historical/suspect
docs/g1/5.5G6E-canonical-camera-reconciliation.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G1.3-graph-integrity-reconciliation.json,.json,Configuration / Data,candidate canonical/supporting
docs/g1/5.5G1.4-physical-door-endpoint-reconciliation.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G1-problematic-door-resolution.json,.json,Configuration / Data,candidate canonical/supporting
docs/g1/5.5G3-required-logical-door-binding-matrix.json,.json,Configuration / Data,candidate canonical/supporting
docs/g1/5.5G1.1-G1.4-continuity-index.json,.json,Configuration / Data,historical/suspect
docs/g1/5.5G6G-final-three-house-physical-validation.json,.json,Configuration / Data,historical/suspect
docs/g1/5.5G6F-sh3d-xml-merge-alignment.md,.md,Documentation / Project Guide,historical/suspect
docs/g1/5.5G2-stable-adjacency-edges.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G1.1-adjacency-navigation-reconciliation.csv,.csv,Unclassified / Needs Review,candidate canonical/supporting
docs/g1/5.5G1-problematic-door-resolution.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G1.1-adjacency-navigation-reconciliation.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/g1/5.5G6D-3d-runtime-audit.json,.json,Configuration / Data,candidate canonical/supporting
docs/g1/5.5G1.1-adjacency-navigation-reconciliation.json,.json,Configuration / Data,historical/suspect
docs/g1/5.5G1.3-graph-integrity-reconciliation.md,.md,Documentation / Project Guide,historical/suspect
docs/g1/5.5G1.5-room-semantic-reconciliation.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/archive/walkmyplan/tests/asset-integration-planning.test.mjs,.mjs,Verification / Tests,historical/suspect
docs/archive/walkmyplan/tests/canonical-room-camera-door-graph.test.mjs,.mjs,Verification / Tests,historical/suspect
docs/archive/walkmyplan/tests/role-contract-subscription-path.test.mjs,.mjs,Verification / Tests,historical/suspect
docs/archive/walkmyplan/tests/theme-lighting-performance-budget.test.mjs,.mjs,Verification / Tests,historical/suspect
docs/archive/walkmyplan/tests/dd04-final-authority-freeze.test.mjs,.mjs,Verification / Tests,historical/suspect
docs/archive/walkmyplan/tests/deep-dive-04-auth-roles-permissions.test.mjs,.mjs,Verification / Tests,historical/suspect
docs/archive/walkmyplan/tests/hero-world-environment-shell.test.mjs,.mjs,Verification / Tests,historical/suspect
docs/archive/dead-or-superseded/cinematic-3d-adapter.from-verify.test.mjs,.mjs,Unclassified / Needs Review,historical/suspect
docs/archive/historical-contract-tests/README.md,.md,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-52-multi-check-wiring.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/foundation-repair-09-pin-authority.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-28-broker-hq-data-wiring.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/paypal-cloudflare-contract.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/foundation-repair-04-tier-entitlement.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-50-boost-parser-retirement.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-14-listing-activity.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-17-contract-activation.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-19-discovery-impression.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-26-paypal-cloudflare-hardening.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-27-market-data-wiring.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-11c-r7-pin-authority.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-49-boost-parser-retirement.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/market-patch-11a-audit.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-53-ui-ux-contract.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-12-integration-hardening.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/foundation-repair-11-match-notification-dedupe.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-18-listing-inquiry.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-44-boost-compatibility.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-20-statistics-read-map.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-29-broker-hq-interaction-smoke.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/foundation-repair-07-admin-capacity-override.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/foundation-repair-12-stale-match.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-25-admin-subscription-grant.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/foundation-repair-05-subscription-entitlement.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/foundation-repair-10-radius-authority.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-38-authority-wiring-audit.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-43-compatibility-inventory.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-40-boundary-decision.test.mjs,.mjs,Contracts,historical/suspect
docs/archive/historical-contract-tests/patch-16-listing-activity-contracts.test.mjs,.mjs,Contracts,historical/suspect
docs/contracts/5.5G6C-protected-logic-freeze.json,.json,Contracts,historical/suspect
docs/contracts/5.5G6H-canonical-sh3d-cleanup.json,.json,Contracts,historical/suspect
docs/audit/phase5.5c-ui-spatial-census-initiation.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/audit/phase5.5b-sh3d-merge-dry-run.md,.md,Documentation / Project Guide,candidate canonical/supporting
docs/plantuml/5.5d-three-house-presentation-travel.puml,.puml,Unclassified / Needs Review,candidate canonical/supporting
docs/json/project-authority.json,.json,Configuration / Data,candidate canonical/supporting
docs/json/3d-contract.json,.json,Contracts,historical/suspect
docs/json/routes-contract.json,.json,Contracts,candidate canonical/supporting
docs/json/auth-contract.json,.json,Security / Authentication,candidate canonical/supporting
docs/json/roles-contract.json,.json,Contracts,candidate canonical/supporting
docs/json/data-contract.json,.json,Contracts,candidate canonical/supporting
docs/json/checkpoint-manifest-root.json,.json,Configuration / Data,historical/suspect
docs/json/storage-contract.json,.json,Contracts,historical/suspect
docs/json/architecture-validation-reconciliation.json,.json,Configuration / Data,historical/suspect
docs/json/checkpoints/checkpoint-2026-08-26-three-split-migrate.json,.json,Configuration / Data,historical/suspect
docs/json/archive/verification/refinement-manifest.json,.json,Verification / Tests,historical/suspect
docs/json/archive/verification/41_phase9_summary.json,.json,Verification / Tests,historical/suspect
docs/json/archive/walkmyplan/asset-source-license-contract.json,.json,Contracts,historical/suspect
docs/json/archive/walkmyplan/security-camera-registry.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/physical-ui-object-registry.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/room-theme-performance-map.json,.json,Configuration / Data,historical/suspect
docs/json/archive/walkmyplan/room-shell-registry.json,.json,Configuration / Data,historical/suspect
