historical_target,reference_count,referencing_files
docs/md/archive/archive/40-phase9-theme-security-repair.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/md/archive/archive/37-phase10-public-profile-responsive-audit.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/md/archive/reconciliation/2026-08-23-authority-migration.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/md/archive/reconciliation/3d-authority-reconciliation.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/md/archive/stray/NEXT_PATCH-legacy.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/md/paypal/archive/production-paypal-cloudflare-contract.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/md/paypal/archive/admin-subscription-grant.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/md/firebase/archive/firebase-supabase-deep-dive.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/md/firebase/archive/firebase-supabase-authority.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/32_resilience_fallback_matrix.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/34_feature_wiring_route_coverage.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/main-hall-visual-tuning.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/38_security_leak_scan.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/31_responsive_qa_matrix.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/39_discrepancy_ledger.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/33_role_camera_security_matrix.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/35_security_and_wiring_test_status.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/verification/37_theme_token_audit.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/walkmyplan/section-asset-binding.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/walkmyplan/camera-door-graph.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/walkmyplan/hero-composition-matrix.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/walkmyplan/asset-readiness-matrix.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/walkmyplan/operations-role-surface-matrix.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/walkmyplan/spatial-reconciliation.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/walkmyplan/physical-ui-object-contract.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/csv/archive/audits/36-responsive-qa-execution.csv,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/walkmyplan/tests/asset-integration-planning.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/walkmyplan/tests/canonical-room-camera-door-graph.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/walkmyplan/tests/role-contract-subscription-path.test.mjs,3,docs/json/checkpoints/checkpoint-2026-08-26-three-split-migrate.json; docs/json/reconciliation/architecture-validation-reconciliation-results.json; active_development/CHECKPOINT_MANIFEST.json
docs/archive/walkmyplan/tests/theme-lighting-performance-budget.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/walkmyplan/tests/dd04-final-authority-freeze.test.mjs,3,docs/json/checkpoints/checkpoint-2026-08-26-three-split-migrate.json; docs/json/reconciliation/architecture-validation-reconciliation-results.json; active_development/CHECKPOINT_MANIFEST.json
docs/archive/walkmyplan/tests/deep-dive-04-auth-roles-permissions.test.mjs,3,docs/json/checkpoints/checkpoint-2026-08-26-three-split-migrate.json; docs/json/reconciliation/architecture-validation-reconciliation-results.json; active_development/CHECKPOINT_MANIFEST.json
docs/archive/walkmyplan/tests/hero-world-environment-shell.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/dead-or-superseded/cinematic-3d-adapter.from-verify.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/README.md,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-52-multi-check-wiring.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/foundation-repair-09-pin-authority.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-28-broker-hq-data-wiring.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/paypal-cloudflare-contract.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/foundation-repair-04-tier-entitlement.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-50-boost-parser-retirement.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-14-listing-activity.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-17-contract-activation.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-19-discovery-impression.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-26-paypal-cloudflare-hardening.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-27-market-data-wiring.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-11c-r7-pin-authority.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-49-boost-parser-retirement.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/market-patch-11a-audit.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-53-ui-ux-contract.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-12-integration-hardening.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/foundation-repair-11-match-notification-dedupe.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-18-listing-inquiry.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-44-boost-compatibility.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-20-statistics-read-map.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-29-broker-hq-interaction-smoke.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/foundation-repair-07-admin-capacity-override.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/foundation-repair-12-stale-match.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-25-admin-subscription-grant.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/foundation-repair-05-subscription-entitlement.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/foundation-repair-10-radius-authority.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-38-authority-wiring-audit.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-43-compatibility-inventory.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-40-boundary-decision.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/archive/historical-contract-tests/patch-16-listing-activity-contracts.test.mjs,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/checkpoint-manifest-root.json,4,masterplan.md; docs/md/5.5c-v6-baseline-integrity-rejoin.md; docs/json/reconciliation/5.5c-v6-baseline-integrity-rejoin-2026-08-26.json; active_development/CHECKPOINT_MANIFEST.json
docs/json/checkpoints/checkpoint-2026-08-26-three-split-migrate.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/verification/refinement-manifest.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/verification/41_phase9_summary.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/asset-source-license-contract.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/security-camera-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/physical-ui-object-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/room-theme-performance-map.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/room-shell-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/door-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/section-camera-choreography.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/canonical-camera-door-graph.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/hero-composition-matrix.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/spatial-reconciliation.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/room-zone-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/auth-identity-route-capability-matrix.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/environment-shell-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/role-path-matrix.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/main-hall-zone-object-map.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/camera-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/hero-world-shell-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/MANIFEST.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/visibility-performance-policy.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/hero-asset-contract.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/physical-ui-object-contract.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/operations-role-surface-matrix.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/asset-loading-graph.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/cinematic-transition-contract.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/route-registry.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/performance-budget-matrix.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/theme-lighting-contract.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/walkmyplan/asset-integration-manifest.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/evidence/guide-manifest.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/reconciliation/3d-authority-reconciliation.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/stray/INDEX.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/stray/PATCH-53-UI-UX-CONTRACT.json,2,docs/md/active-suite-failure-classification-2026-08-26.md; active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/stray/routes.dictionary.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/archive/stray/ui-ownership.dictionary.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/reconciliation/four-archive-execution.json,1,active_development/CHECKPOINT_MANIFEST.json
docs/json/reconciliation/5.5c-v4-patch57-cinematic-test-path-reconciliation-2026-08-26.json,2,masterplan.md; active_development/CHECKPOINT_MANIFEST.json
docs/json/reconciliation/5.5c-v3-historical-contract-reconciliation-2026-08-26.json,3,AI_ASSISTANT_READ_ME.md; masterplan.md; active_development/CHECKPOINT_MANIFEST.json
verification/2026-08-26/5.5f2-checkpoint-manifest.json,1,active_development/CHECKPOINT_MANIFEST.json
verification/2026-08-26/5.5c-v4-patch57-test.txt,2,masterplan.md; active_development/CHECKPOINT_MANIFEST.json
verification/2026-08-26/5.5f1-checkpoint-manifest.json,1,active_development/CHECKPOINT_MANIFEST.json
verification/2026-08-26/historical-contract-individual-results.txt,1,active_development/CHECKPOINT_MANIFEST.json
verification/2026-08-26/patch-57-cinematic-camera-hero.test.mjs.txt,1,active_development/CHECKPOINT_MANIFEST.json
verification/2026-08-26/5.5e-checkpoint-manifest.json,1,active_development/CHECKPOINT_MANIFEST.json
verification/2026-08-26/5.5d-checkpoint-manifest.json,1,active_development/CHECKPOINT_MANIFEST.json
verification/2026-08-26/patch-21-role-need-help.test.mjs.txt,1,active_development/CHECKPOINT_MANIFEST.json
active_development/CHECKPOINT_MANIFEST.json,3,masterplan.md; docs/md/5.5c-v6-baseline-integrity-rejoin.md; docs/json/archive/evidence/guide-manifest.json
active_development/CURRENT_CHECKPOINT_STATE.json,1,active_development/CHECKPOINT_MANIFEST.json
active_development/tools/patch-52-multi-check-audit.mjs,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tools/patch-51-production-retirement-audit.mjs,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-34-market-shell.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dd05-h09-contact-exit.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-47-boost-migration-proof.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-45-boost-normalization.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-09-pin-authority.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-28-broker-hq-data-wiring.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-04-tier-entitlement.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-55-cinematic-routing-a1.test.mjs,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dd05-h05-government-housing.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-51-production-retirement-audit.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-50-boost-parser-retirement.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-14-listing-activity.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-17-contract-activation.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-22-admin-ops-authority.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-19-discovery-impression.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-26-paypal-cloudflare-hardening.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-27-market-data-wiring.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dd05-ui-response-mapping.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-11c-r7-pin-authority.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-49-boost-parser-retirement.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dd05-main-hall-cinematic-map.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-33-foundation-repair.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-06-image-cap.test.js,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-24-admin-specific-boosts.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-48-production-boost-migration.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/market-patch-11a-audit.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/dd05-h06-mission.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-54-cinematic-foundation.test.mjs,2,docs/json/archive/evidence/guide-manifest.json; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-08.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-12-integration-hardening.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-01-authority-contracts.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-21-role-need-help.test.mjs,7,docs/md/5.5c-v2-current-test-path-and-role-migration.md; docs/json/archive/evidence/guide-manifest.json; docs/json/reconciliation/5.5c-v2-execution-2026-08-26.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-03-points-abuse.test.mjs,4,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/foundation-repair-11-match-notification-dedupe.test.mjs,6,docs/json/archive/evidence/guide-manifest.json; verification/2026-08-26/active-suite-after-v2.txt; verification/2026-08-26/5.5c-v5-full-active-suite.txt; verification/2026-08-26/active-suite-node-test-output.txt; verification/2026-08-26/full-active-suite-after-v3.txt; active_development/CHECKPOINT_MANIFEST.json
active_development/tests/patch-57-cinematic-camera-hero.test.mjs,3,docs/json/archive/evidence/guide-manifest.json; docs/json/reconciliation/5.5c-v2-execution-2026-08-26.json; active_development/CHECKPOINT_MANIFEST.json
