CURRENT_PATH,PROPOSED_CANONICAL_PATH,ARTIFACT_CLASS,LOGICAL_BATCH,PURPOSE,AUTHORITY_STATUS,HISTORICAL_STATUS,REFERENCES_COUNT,DEPENDENCIES,DUPLICATE_STATUS,CONFLICT_LEVEL,LINEAGE_REQUIRED,VERIFICATION_COVERAGE,MIGRATION_STATUS,SIZE,SHA256
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/geom.min.js,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/geom.min.js,3d-spatial,3D / Spatial,3D viewer/runtime artifact: geom.min.js,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,346778,cc38c89cb45b15d5b2a651e8bbc8bf9b42daba73ce8d884037c2cfde64a1557e
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/gl-matrix-min.js,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/gl-matrix-min.js,3d-spatial,3D / Spatial,3D viewer/runtime artifact: gl-matrix-min.js,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,54213,925243236f89bce15faac8d46279f74b190b000997a22d10300e9a96822fc334
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/jsXmlSaxParser.min.js,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/jsXmlSaxParser.min.js,3d-spatial,3D / Spatial,3D viewer/runtime artifact: jsXmlSaxParser.min.js,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,67547,29234c3fab3d58fd25c93f5191615e67b08231aea3321a20fea715d9b89b8b26
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/jszip.min.js,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/jszip.min.js,3d-spatial,3D / Spatial,3D viewer/runtime artifact: jszip.min.js,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,80025,1780b6a8f6b8ecaadcd00cf199ecba026e0c262b10791aabf0c4892804f7abc4
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/navigationPanel.png,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/navigationPanel.png,3d-spatial,3D / Spatial,3D viewer/runtime artifact: navigationPanel.png,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,2992,7d3d3c8caa7d04d91f53f12179c0b283ceaffbed6354aa0784ecb79755f08496
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/stroke.min.js,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/stroke.min.js,3d-spatial,3D / Spatial,3D viewer/runtime artifact: stroke.min.js,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,65252,5613061d7622d80325d7f6f9a8a393c698bd01ff81faaadde2624e6a9c9f1642
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/triangulator.min.js,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/triangulator.min.js,3d-spatial,3D / Spatial,3D viewer/runtime artifact: triangulator.min.js,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,34324,d146d5770dd0b56a293d3802c58e03868c99632f5de6a06bd3a9d0f7b774606b
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/viewhome.min.js,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/viewhome.min.js,3d-spatial,3D / Spatial,3D viewer/runtime artifact: viewhome.min.js,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,953191,e8b51168e806874d743989dc5626e25812313042d29d851541e98ea887f1ff28
active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/viewmodel.min.js,active_development/3d/viewer/SweetHome3DJSViewer-7.5.2/lib/viewmodel.min.js,3d-spatial,3D / Spatial,3D viewer/runtime artifact: viewmodel.min.js,canonical,current,4,,unique,MEDIUM,No,verify/3d/,approved,163441,4142ef3719865f6ce9ba4e7d6a5320a9a69c4c539a5fbb5982400edb5608ec7f
active_development/ACTIVE_DEVELOPMENT_MANIFEST.json,active_development/ACTIVE_DEVELOPMENT_MANIFEST.json,unclassified,Unclassified,Active development artifact: ACTIVE_DEVELOPMENT_MANIFEST.json,active-dev,current,4,,unique,LOW,No,none,pending-mapping,911,bdb596a0044d2fb56901a0985ac00c4a429ef0a89af59aade0553614125444ae
active_development/CHECKPOINT_MANIFEST.json,active_development/CHECKPOINT_MANIFEST.json,unclassified,Unclassified,Active development artifact: CHECKPOINT_MANIFEST.json,active-dev,current,7,,unique,LOW,No,none,pending-mapping,148476,50a99230462cd89bbe2aa4510a77e5a5cf115f47dea3e4f7101d3b9932bb2ed1
active_development/CURRENT_CHECKPOINT_STATE.json,active_development/CURRENT_CHECKPOINT_STATE.json,unclassified,Unclassified,Active development artifact: CURRENT_CHECKPOINT_STATE.json,active-dev,current,5,,unique,LOW,No,none,pending-mapping,2044,9b8581a8b1d335530e6d61cb6148206d91c0f1ff14582188f4d5e1e9e1914e53
active_development/admin.html,active_development/admin.html,unclassified,Unclassified,Active development artifact: admin.html,active-dev,current,5,,unique,LOW,No,none,pending-mapping,20239,db129cafe3dc1602473cfae9b43137ffa26c49db0ad85f1ef2d5bd8e7ece8624
active_development/assets/User Avatars/image_5547e4a1.webp,active_development/assets/User Avatars/image_5547e4a1.webp,frontend,Frontend / UI,Static asset: image_5547e4a1.webp,canonical,current,4,,unique,LOW,No,none,approved,51356,dcb9e387ee7a15dabbe86e13af00e3f7ba96692746df9451d8681f67e71ac0d4
active_development/assets/User Avatars/image_75f53a8b.webp,active_development/assets/User Avatars/image_75f53a8b.webp,frontend,Frontend / UI,Static asset: image_75f53a8b.webp,canonical,current,4,,unique,LOW,No,none,approved,43148,742b3465413697ea87e3982e490e4a9e2c4433656e2aaa7ea264dc88352e3d5e
active_development/assets/User Avatars/image_78423f51.webp,active_development/assets/User Avatars/image_78423f51.webp,frontend,Frontend / UI,Static asset: image_78423f51.webp,canonical,current,4,,unique,LOW,No,none,approved,47068,29e85162d4620fa854384088c4e9989c646bc3e8899fdd36c0e3d8863adc7dd8
active_development/assets/User Avatars/image_85396f8c.webp,active_development/assets/User Avatars/image_85396f8c.webp,frontend,Frontend / UI,Static asset: image_85396f8c.webp,canonical,current,4,,unique,LOW,No,none,approved,44330,6f7a28a2ed7ed34addd0512bba8a8ebf872b2ff0d56d8f1c2faf417677d8a88f
active_development/assets/User Avatars/image_9fc3978b.webp,active_development/assets/User Avatars/image_9fc3978b.webp,frontend,Frontend / UI,Static asset: image_9fc3978b.webp,canonical,current,4,,unique,LOW,No,none,approved,48514,25048cc19194797e2c7f84f970cfc57fc4cc6001cf83815309d878e6c71b1214
active_development/assets/User Avatars/image_a48e5b59.webp,active_development/assets/User Avatars/image_a48e5b59.webp,frontend,Frontend / UI,Static asset: image_a48e5b59.webp,canonical,current,4,,unique,LOW,No,none,approved,41114,0862b0f197a9a6fce2a1408d17d2e9a7710eafe3e57b41c77085e66f18c4937d
active_development/assets/User Avatars/image_ab3b5fdb.webp,active_development/assets/User Avatars/image_ab3b5fdb.webp,frontend,Frontend / UI,Static asset: image_ab3b5fdb.webp,canonical,current,4,,unique,LOW,No,none,approved,43888,b611efaace9f24f7016601b37a20742061401115817b62c620ad698d2c6d7764
active_development/assets/User Avatars/image_cb7ef1d4.webp,active_development/assets/User Avatars/image_cb7ef1d4.webp,frontend,Frontend / UI,Static asset: image_cb7ef1d4.webp,canonical,current,4,,unique,LOW,No,none,approved,42696,296325f13e2869a3b68f47c1d6e9eab2267ce23021e184625dd193da21a5f17f
active_development/assets/User Avatars/image_d052ef90.webp,active_development/assets/User Avatars/image_d052ef90.webp,frontend,Frontend / UI,Static asset: image_d052ef90.webp,canonical,current,4,,unique,LOW,No,none,approved,262368,fb26ba3e9f33cdad3ef66fcca7a9ab00b5f5d1833debb0500ae5a10f82921165
active_development/assets/User Avatars/image_d89bb40d.webp,active_development/assets/User Avatars/image_d89bb40d.webp,frontend,Frontend / UI,Static asset: image_d89bb40d.webp,canonical,current,4,,unique,LOW,No,none,approved,82582,8a96c793a0d11f0125f83e45da1506c0f0a1002c35e9e48707b76c325bddb568
active_development/assets/User Avatars/image_edf294ba.webp,active_development/assets/User Avatars/image_edf294ba.webp,frontend,Frontend / UI,Static asset: image_edf294ba.webp,canonical,current,4,,unique,LOW,No,none,approved,47064,7312c1e23a1d09f2ecb774d1f60895c646df24e5d06c8fc0095c5af80efaa8e0
active_development/assets/User Avatars/image_fd906f9a.webp,active_development/assets/User Avatars/image_fd906f9a.webp,frontend,Frontend / UI,Static asset: image_fd906f9a.webp,canonical,current,4,,unique,LOW,No,none,approved,41896,55c1a15febd343c1d49cfeabbb49d6a5899bd77c6cab31504462431ab41d2d00
active_development/assets/images/logo-homefinder.png,active_development/assets/images/logo-homefinder.png,frontend,Frontend / UI,Static asset: logo-homefinder.png,canonical,current,4,,unique,LOW,No,none,approved,101867,71c6162658f9cddd88af12bc26938746f092f4502b9271bafbea8692e6e55205
active_development/broker-hq.html,active_development/broker-hq.html,unclassified,Unclassified,Active development artifact: broker-hq.html,active-dev,current,7,,unique,LOW,No,none,pending-mapping,13922,3f2e10898d6c03cc048eacbbbae0770ea05710bf4c7782d74bf2fa6b3ee12ce1
active_development/cinematic/WalkMyPlan/README.md,README.md,project-guide,Project Guide,Repository index and targeting entry point,canonical,current,3,,unique,HIGH,Yes,verify/contracts/,approved,97,b9bf5f0fef1938cfef0ad3947dba1c986b77da2a77aef4b956193c5bbb5bd4f4
active_development/css/admin.css,active_development/css/admin.css,frontend,Frontend / UI,Stylesheet: admin.css,canonical,current,4,,unique,LOW,No,none,approved,20568,31369da13d050031cefff79d51835d8a236855e55aab5c68d9645dc9e3b3b689
active_development/css/auth.css,active_development/css/auth.css,frontend,Frontend / UI,Stylesheet: auth.css,canonical,current,4,,unique,LOW,No,none,approved,16190,21405265e8ef94b6e14aac9b325fd05b4a51cca5e518efde9d6f1b20e3fe1bb5
active_development/css/broker-hq.css,active_development/css/broker-hq.css,frontend,Frontend / UI,Stylesheet: broker-hq.css,canonical,current,4,,unique,LOW,No,none,approved,21531,27b4cf61481e6a74640cd876fa349d4c32bef674a60a99d2315c4c454dfdcce7
active_development/css/cinematic-ui.css,active_development/css/cinematic-ui.css,frontend,Frontend / UI,Stylesheet: cinematic-ui.css,canonical,current,4,,unique,LOW,No,none,approved,40914,024f110609e179c77c0042dcd7bf5c188cbeeb29d04dd44a5e8c625dc900e3ab
active_development/css/customSelect.css,active_development/css/customSelect.css,frontend,Frontend / UI,Stylesheet: customSelect.css,canonical,current,4,,unique,LOW,No,none,approved,2558,d9df3a2e253b214541fd73439712ec21aa9dd300fceb5a30ee5b9e4f263ece64
active_development/css/gov-finance.css,active_development/css/gov-finance.css,frontend,Frontend / UI,Stylesheet: gov-finance.css,canonical,current,4,,unique,LOW,No,none,approved,11367,c7e039ad4bb436fdae7136ab22508044d0267db2c2aecfa455ebca7b0d3c0013
active_development/css/home/about.css,active_development/css/home/about.css,frontend,Frontend / UI,Stylesheet: about.css,canonical,current,4,,unique,LOW,No,none,approved,9764,44a4bfc3c72af0fb2541e32f8c951fd984bbd4877300c2f0a3d2ab72aff36507
active_development/css/home/footer.css,active_development/css/home/footer.css,frontend,Frontend / UI,Stylesheet: footer.css,canonical,current,4,,unique,LOW,No,none,approved,7208,a2cdb776765161849d2151c08ad91a06d7cd931c1f67874c50c70f2df47f0b33
active_development/css/home/hero.css,active_development/css/home/hero.css,frontend,Frontend / UI,Stylesheet: hero.css,canonical,current,4,,unique,LOW,No,none,approved,7882,7db7ada424f9a1c27a1d70a9716ffa42564f2cd4c058c16ccd6baab77014ff98
active_development/css/home/house-world.css,active_development/css/home/house-world.css,frontend,Frontend / UI,Stylesheet: house-world.css,canonical,current,4,,unique,LOW,No,none,approved,4676,c4361da1b6c3365be61425780549b2b2d6da62da65960d9ed285d283a4431ead
active_development/css/home/property.css,active_development/css/home/property.css,frontend,Frontend / UI,Stylesheet: property.css,canonical,current,4,,unique,LOW,No,none,approved,3662,59d83195fc0aaf94dc8f1be8252d203c8c6e9f1d228f11084372080cf698af71
active_development/css/home/style.css,active_development/css/home/style.css,frontend,Frontend / UI,Stylesheet: style.css,canonical,current,5,,unique,LOW,No,none,approved,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
active_development/css/market-profile-physical-ui.css,active_development/css/market-profile-physical-ui.css,frontend,Frontend / UI,Stylesheet: market-profile-physical-ui.css,canonical,current,4,,unique,LOW,No,none,approved,1217,031f5b0f9b4b3a7b2735e6c33d1b8771da1fa0854e8c060eabcb15da2e92836a
active_development/css/market.css,active_development/css/market.css,frontend,Frontend / UI,Stylesheet: market.css,canonical,current,4,,unique,LOW,No,none,approved,26248,8523887669b1f33077eaa64093301ed2c2b2d14c4c1fa79498b60c0e74fc5289
active_development/css/navbar.css,active_development/css/navbar.css,frontend,Frontend / UI,Stylesheet: navbar.css,canonical,current,4,,unique,LOW,No,none,approved,9854,e77e4ccf3ab4871b032f34e84d3021edc7388929e8a312e2a1a7c2a0083bb37b
active_development/css/profile/forms.css,active_development/css/profile/forms.css,frontend,Frontend / UI,Stylesheet: forms.css,canonical,current,4,,unique,LOW,No,none,approved,7280,232e9de7671258be0ced1708e0bfeb46fb64f78ce6dc7423ceaf2611160ef4fe
active_development/css/profile/kyc.css,active_development/css/profile/kyc.css,frontend,Frontend / UI,Stylesheet: kyc.css,canonical,current,4,,unique,LOW,No,none,approved,7738,dee41d4b55500040c2314cd3ccb6d3eedf1d9ae2c9de58ef29b3e88dd6c24f02
active_development/css/profile/layout.css,active_development/css/profile/layout.css,frontend,Frontend / UI,Stylesheet: layout.css,canonical,current,4,,unique,LOW,No,none,approved,44440,62182cadf3b4110fc6e2a31eb0e71eb005818ed921d90ba50eb2ecaa0f526a91
active_development/css/profile/listing-form.css,active_development/css/profile/listing-form.css,frontend,Frontend / UI,Stylesheet: listing-form.css,canonical,current,4,,unique,LOW,No,none,approved,31608,d20c33dd38e5aa18a832a92dc2f9c6f9002077c44d6151faa270b9042cdd1022
active_development/css/profile/panels.css,active_development/css/profile/panels.css,frontend,Frontend / UI,Stylesheet: panels.css,canonical,current,4,,unique,LOW,No,none,approved,35459,f89188f083797d344f157acd8d5a8d6c7adcf57271dcab105c1390a53b5a9375
active_development/css/profile/perks-showcase.css,active_development/css/profile/perks-showcase.css,frontend,Frontend / UI,Stylesheet: perks-showcase.css,canonical,current,4,,unique,LOW,No,none,approved,5870,c0a2f5941d1539da4ca2c4251d024a6822d0d57473fefd89984b10aaab786e0c
active_development/css/profile/responsive.css,active_development/css/profile/responsive.css,frontend,Frontend / UI,Stylesheet: responsive.css,canonical,current,4,,unique,LOW,No,none,approved,2555,eeaca85154b98e84c225fda543b0716c222a5ad0f446833a3afaade4cf7b77f1
active_development/css/profile/subscription.css,active_development/css/profile/subscription.css,frontend,Frontend / UI,Stylesheet: subscription.css,canonical,current,4,,unique,LOW,No,none,approved,588,7047c2d31e8e39e44fc5d787b004b6732f61a474a1e7b0c06bad35c9ed0c2711
active_development/css/profile/ui-upgrade.css,active_development/css/profile/ui-upgrade.css,frontend,Frontend / UI,Stylesheet: ui-upgrade.css,canonical,current,4,,unique,LOW,No,none,approved,8593,5e131124fde58bf7d9daafb4f2f331c78b777e110d48f5e8930fb5ab23a1ed71
active_development/css/profile/visitor.css,active_development/css/profile/visitor.css,frontend,Frontend / UI,Stylesheet: visitor.css,canonical,current,4,,unique,LOW,No,none,approved,4868,2cd6ecb78cef4d179988bfff6d87b474df98811a7ebe6dcbc40aadaff69b9bb8
active_development/css/reset.css,active_development/css/reset.css,frontend,Frontend / UI,Stylesheet: reset.css,canonical,current,4,,unique,LOW,No,none,approved,752,6cd12e0e8d253a8fb88b043c86fad73d475f81d26f28bd5232542b7dafcbeaac
active_development/css/responsive.css,active_development/css/responsive.css,frontend,Frontend / UI,Stylesheet: responsive.css,canonical,current,4,,unique,LOW,No,none,approved,1703,105b5fd0118f9fb621b3954feaa3ef82fc0e4f43e615045c6ca7c5523a7d2262
active_development/css/search.css,active_development/css/search.css,frontend,Frontend / UI,Stylesheet: search.css,canonical,current,4,,unique,LOW,No,none,approved,2713,fcba282b6cf6ba45d0f4dd910a6dad093e7214e9b4a9b851a88b52c8f0dd6104
active_development/css/toast.css,active_development/css/toast.css,frontend,Frontend / UI,Stylesheet: toast.css,canonical,current,4,,unique,LOW,No,none,approved,2340,ed4918a667c97057cf0cde12b0793453d62193ccd5dedd4ff60384075937cc2f
active_development/css/transition.css,active_development/css/transition.css,frontend,Frontend / UI,Stylesheet: transition.css,canonical,current,4,,unique,LOW,No,none,approved,1276,0293e97c46c8b9dda287571c85efc4e2aa2ea551a69752f72735d9fc8fe0cc7f
active_development/css/utilities.css,active_development/css/utilities.css,frontend,Frontend / UI,Stylesheet: utilities.css,canonical,current,4,,unique,LOW,No,none,approved,7068,51bab3bf918c3d2228a467b2b87c90a604f81615a8fa4cfc4e6d3741bbb711fb
active_development/css/variables.css,active_development/css/variables.css,frontend,Frontend / UI,Stylesheet: variables.css,canonical,current,5,,unique,LOW,No,none,approved,14501,d1f388e3415bcb3a84462a279c94a7f0f797219942198b146beb26e6ef397eb4
active_development/css/viewport/mobile.css,active_development/css/viewport/mobile.css,frontend,Frontend / UI,Stylesheet: mobile.css,canonical,current,4,,unique,LOW,No,none,approved,4417,5b2d277c7fc8cfc633c2343e2dea4210c31f2a21c820e80bc01772925c42da86
active_development/data/cinematic-assets.json,active_development/data/cinematic-assets.json,data,Configuration / Data,Runtime data/configuration: cinematic-assets.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,2616,5da9d55f67686b7a8488d4eae70ae61e38280ceb192c5ca08d419239d31ac28d
active_development/data/cinematic-scenes.json,active_development/data/cinematic-scenes.json,data,Configuration / Data,Runtime data/configuration: cinematic-scenes.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,1460,29a328e179f3f27318bff780561d1c16463f9238e06e82f75a72facad6e5168f
active_development/data/cinematic-worlds.json,active_development/data/cinematic-worlds.json,data,Configuration / Data,Runtime data/configuration: cinematic-worlds.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,1666,2e1db9383a06583031aa0aa1c8367015f0a14d45a1429bec135457d0cb878c5a
active_development/data/design-roots.json,active_development/data/design-roots.json,data,Configuration / Data,Runtime data/configuration: design-roots.json,canonical,current,5,,unique,MEDIUM,No,verify/data/,approved,2552,f90b5d9acb6257fad720dde6ecd299bbb94c56ee67eef7b4f11763b2e66e51b9
active_development/data/dictionary.json,active_development/data/dictionary.json,data,Configuration / Data,Runtime data/configuration: dictionary.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,17055,07d7b31a56c9ab9a234e0e138dd74c633c018a713e7bb7cb1e083f584c43f0a6
active_development/data/environment-modes.json,active_development/data/environment-modes.json,data,Configuration / Data,Runtime data/configuration: environment-modes.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,759,da82ac4eab83e021be15da2dcf641c90dbbc498d87a2e63ba580a02e1b5bcda6
active_development/data/feature-wiring-matrix.json,active_development/data/feature-wiring-matrix.json,data,Configuration / Data,Runtime data/configuration: feature-wiring-matrix.json,canonical,current,7,,unique,MEDIUM,No,verify/data/,approved,19820,778f38939c64b28be7ff21c4be3c403a48c736cf2eda48ef76f091c99937b8e0
active_development/data/house-camera-rig.json,active_development/data/house-camera-rig.json,data,Configuration / Data,Runtime data/configuration: house-camera-rig.json,canonical,current,8,,duplicate-group-7dc0b14b77ab70ba|needs-classification,MEDIUM,No,verify/data/,approved,2026,7dc0b14b77ab70baecbcba5d7383747a31d2b23df89c14cc5308b0edd8edd0c1
active_development/data/house-ui-map.json,active_development/data/house-ui-map.json,data,Configuration / Data,Runtime data/configuration: house-ui-map.json,canonical,current,5,,duplicate-group-5e02d080b77e029f|needs-classification,MEDIUM,No,verify/data/,approved,2804,5e02d080b77e029f9c9c3ba33aa496eefa24f18a59229fe6bb82bdca757b44aa
active_development/data/house-ui-ux-code-reality-map.json,active_development/data/house-ui-ux-code-reality-map.json,data,Configuration / Data,Runtime data/configuration: house-ui-ux-code-reality-map.json,canonical,current,8,,duplicate-group-9abf6dd157fcb050|needs-classification,MEDIUM,No,verify/data/,approved,9595,9abf6dd157fcb050ac46a23c27d374bb67def65978068682e1b65c1b16f64c39
active_development/data/login-physical-ui-objects.json,active_development/data/login-physical-ui-objects.json,data,Configuration / Data,Runtime data/configuration: login-physical-ui-objects.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,1945,ccb3ecc3018aa77c23eb24286572b0ea0c859211b5e5742f5878e1c807725dd0
active_development/data/main-hall-camera-contract-phase13.json,active_development/data/main-hall-camera-contract-phase13.json,data,Configuration / Data,Runtime data/configuration: main-hall-camera-contract-phase13.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,2438,fd42130f2705e9f381b7b504d04f8c22d42e0d5ea0c9520568a68c8c49b7bcb8
active_development/data/main-hall-camera-object-contract-summary.json,active_development/data/main-hall-camera-object-contract-summary.json,data,Configuration / Data,Runtime data/configuration: main-hall-camera-object-contract-summary.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,316,7ffd652bcd205a583aadd2db24e4e6fe90105e92d586bdb6ea46f15b3226f726
active_development/data/main-hall-camera-object-contract.json,active_development/data/main-hall-camera-object-contract.json,data,Configuration / Data,Runtime data/configuration: main-hall-camera-object-contract.json,canonical,current,6,,unique,MEDIUM,No,verify/data/,approved,7177,ef27a3dda2a5fa689b795c801e5862dbbe140a1f595def3772969d2b62493d79
active_development/data/main-hall-camera-phase13-summary.json,active_development/data/main-hall-camera-phase13-summary.json,data,Configuration / Data,Runtime data/configuration: main-hall-camera-phase13-summary.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,609,715efc5325d388442d206a834ce5da711f9dd6d87e406a4bc3f78fc2f21209b4
active_development/data/main-hall-cinematic-ui-map.json,active_development/data/main-hall-cinematic-ui-map.json,data,Configuration / Data,Runtime data/configuration: main-hall-cinematic-ui-map.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,6386,54139ed98951cebc04027cd4d23a16e998495382d449e796627c03402280de13
active_development/data/market-physical-ui-objects.json,active_development/data/market-physical-ui-objects.json,data,Configuration / Data,Runtime data/configuration: market-physical-ui-objects.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,2024,658a239818a3fb5cbbe3a0716ecca021b9aa37f39faa5f6baaf7b078374cac34
active_development/data/phase10-final-audit.json,active_development/data/phase10-final-audit.json,data,Configuration / Data,Runtime data/configuration: phase10-final-audit.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,571,67f7782e95e254c31ebe891659ab77a937f47cae158cf71efb5a61fd46142866
active_development/data/phase11-execution-summary.json,active_development/data/phase11-execution-summary.json,data,Configuration / Data,Runtime data/configuration: phase11-execution-summary.json,canonical,current,4,,unique,MEDIUM,No,verify/data/,approved,457,2a32c7ffb0b9a7dd45e137f85ad1a5910d5ac910042d2ab8a5e3b3a9145147cd
